"연번","업체아이디","킬로미터당원가","관할행정아이디","입력일자","최종처리자아이디","수정일자","영역분류","일일대당원가","평가연도","평가차수"
"2000","1006","324","8","2021-09-13","1","2021-09-16","1","458654","2021","64"
"2001","1009","314","5","2021-09-13","1","2021-09-16","1","464227","2021","64"
"2002","1011","260","4","2021-09-13","1","2021-09-16","1","396922","2021","64"
"2003","1017","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2004","1018","0","2","2021-09-13","1","2021-09-13","1","0","2021","64"
"2005","1019","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2006","1020","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2007","1022","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2008","1024","298","6","2021-09-13","1","2021-09-16","1","343209","2021","64"
"2009","1025","326","2","2021-09-13","1","2021-09-16","1","483448","2021","64"
"2010","1025","420","3","2021-09-13","1","2021-09-16","1","419013","2021","64"
"2011","1027","314","5","2021-09-13","1","2021-09-16","1","464227","2021","64"
"2012","1028","326","2","2021-09-13","1","2021-09-16","1","483448","2021","64"
"2013","1029","260","4","2021-09-13","1","2021-09-16","1","396922","2021","64"
"2014","1030","314","7","2021-09-13","1","2021-09-16","1","483125","2021","64"
"2015","1032","314","7","2021-09-13","1","2021-09-16","1","483125","2021","64"
"2016","1033","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2017","1034","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2018","1034","420","3","2021-09-13","1","2021-09-16","1","419013","2021","64"
"2019","1035","326","2","2021-09-13","1","2021-09-16","1","483448","2021","64"
"2020","1036","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2021","1037","326","2","2021-09-13","1","2021-09-16","1","483448","2021","64"
"2022","1038","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2023","1039","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"2024","1041","420","3","2021-09-13","1","2021-09-16","1","419013","2021","64"
"2025","1042","324","8","2021-09-13","1","2021-09-16","1","458654","2021","64"
"2026","1044","0","","2021-09-13","1","2021-09-13","1","0","2021","64"
"2027","1044","0","2","2021-09-13","1","2021-09-13","1","0","2021","64"
"2028","1046","326","2","2021-09-13","1","2021-09-16","1","483448","2021","64"
"2029","1006","0","30","2021-09-15","1","2021-09-15","2","0","2021","64"
"2030","1044","0","30","2021-09-15","1","2021-09-15","2","0","2021","64"
"2031","1000","217","30","2021-09-27","1","2021-09-27","2","873341","2021","65"
"2032","1008","174","30","2021-09-27","1","2021-09-27","2","333705","2021","65"
"2033","1010","243","30","2021-09-27","1","2021-09-27","2","454577","2021","65"
"2034","1011","209","30","2021-09-27","1","2021-09-27","2","451739","2021","65"
"2035","1012","244","30","2021-09-27","1","2021-09-27","2","603617","2021","65"
"2036","1013","190","30","2021-09-27","1","2021-09-27","2","647113","2021","65"
"2037","1014","237","30","2021-09-27","1","2021-09-27","2","1022391","2021","65"
"2038","1015","261","30","2021-09-27","1","2021-09-27","2","418117","2021","65"
"2039","1016","239","30","2021-09-27","1","2021-09-27","2","576760","2021","65"
"2040","1018","276","30","2021-09-27","1","2021-09-27","2","629562","2021","65"
"2041","1019","375","30","2021-09-27","1","2021-09-27","2","473007","2021","65"
"2042","1021","314","30","2021-09-27","1","2021-09-27","2","912428","2021","65"
"2043","1023","249","30","2021-09-27","1","2021-09-27","2","406868","2021","65"
"2044","1025","464","30","2010-12-01","1","2010-12-01","2","238525","2010","2"
"2045","1031","302","19","2010-12-01","1","2010-12-02","4","177028","2010","2"
"2046","1034","481","30","2010-12-01","1","2010-12-01","2","222247","2010","2"
"2047","1035","463","30","2010-12-01","1","2010-12-01","2","225415","2010","2"
"2048","1040","460","30","2010-12-01","1","2010-12-01","2","265130","2010","2"
"2049","1041","0","30","2010-12-01","1","2010-12-01","3","0","2010","2"
"2050","1042","488","30","2010-12-01","1","2010-12-01","2","304471","2010","2"
"2051","1043","518","30","2010-12-01","1","2010-12-01","2","202836","2010","2"
"2052","1044","0","","2010-12-01","1","2010-12-01","1","0","2010","2"
"2053","1000","453","30","2010-12-02","1","2010-12-02","2","277348","2010","3"
"2054","1001","279","14","2010-12-02","1","2010-12-02","4","191838","2010","3"
"2055","1002","511","5","2010-12-02","1","2010-12-02","1","323961","2010","3"
"2056","1003","556","1","2010-12-02","1","2012-12-03","1","378772","2010","3"
"2057","1004","511","5","2010-12-02","1","2010-12-02","1","323961","2010","3"
"2058","1005","556","1","2010-12-02","1","2012-12-03","1","378772","2010","3"
"2059","1006","568","8","2010-12-02","1","2012-12-03","1","239720","2010","3"
"2060","1006","480","30","2010-12-02","1","2010-12-02","2","265153","2010","3"
"2061","1007","267","13","2010-12-02","1","2010-12-02","4","103069","2010","3"
"2062","1008","362","18","2010-12-02","1","2010-12-02","4","180287","2010","3"
"2063","1008","444","30","2010-12-02","1","2012-12-03","2","212584","2010","3"
"2064","1009","511","5","2010-12-02","1","2010-12-02","1","323961","2010","3"
"2065","1010","461","30","2010-12-02","1","2010-12-02","2","211845","2010","3"
"2066","1011","481","4","2010-12-02","1","2010-12-02","1","242858","2010","3"
"2067","1011","369","30","2010-12-02","1","2012-12-03","2","213868","2010","3"
"2068","1011","0","30","2010-12-02","1","2010-12-02","3","0","2010","3"
"2069","1012","530","30","2010-12-02","1","2010-12-02","2","214498","2010","3"
"2070","1013","414","11","2010-12-02","1","2010-12-02","4","208928","2010","3"
"2071","1013","446","30","2010-12-02","1","2012-12-03","2","225612","2010","3"
"2072","1014","457","30","2010-12-02","1","2010-12-02","2","240601","2010","3"
"2073","1015","506","30","2010-12-02","1","2010-12-02","2","220085","2010","3"
"2074","1016","518","15","2010-12-02","1","2010-12-02","4","168056","2010","3"
"2075","1016","452","30","2010-12-02","1","2010-12-02","2","216093","2010","3"
"2076","1017","556","1","2010-12-02","1","2012-12-03","1","378772","2010","3"
"2077","1018","591","2","2010-12-02","1","2012-12-03","1","290783","2010","3"
"2078","1018","486","30","2010-12-02","1","2012-12-03","2","236402","2010","3"
"2079","1019","556","1","2010-12-02","1","2012-12-03","1","378772","2010","3"
"2080","1019","547","30","2010-12-02","1","2010-12-02","2","242188","2010","3"
"2081","1020","556","1","2010-12-02","1","2012-12-03","1","378772","2010","3"
"2082","1021","542","12","2010-12-02","1","2010-12-02","4","214110","2010","3"
"2083","1022","556","1","2010-12-02","1","2012-12-03","1","378772","2010","3"
"2084","1023","327","30","2010-12-02","1","2010-12-02","2","223206","2010","3"
"2085","1024","462","6","2010-12-02","1","2010-12-02","1","204912","2010","3"
"2086","1025","591","2","2010-12-02","1","2012-12-03","1","290783","2010","3"
"2087","1025","648","3","2010-12-02","1","2010-12-02","1","278838","2010","3"
"2088","1025","471","30","2010-12-02","1","2012-12-03","2","237612","2010","3"
"2089","1026","242","17","2010-12-02","1","2010-12-02","4","96231","2010","3"
"2090","1027","485","30","2010-12-02","1","2010-12-02","2","216273","2010","3"
"2091","1028","591","2","2010-12-02","1","2012-12-03","1","290783","2010","3"
"2092","1029","481","4","2010-12-02","1","2010-12-02","1","242858","2010","3"
"2093","1030","490","7","2010-12-02","1","2010-12-02","1","234666","2010","3"
"2094","1031","414","11","2010-12-02","1","2010-12-02","4","208928","2010","3"
"2095","1031","362","18","2010-12-02","1","2010-12-02","4","180287","2010","3"
"2096","1031","236","19","2010-12-02","1","2010-12-02","4","177028","2010","3"
"2097","1003","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2098","1004","511","5","2010-12-05","1","2010-12-05","1","323961","2010","5"
"2099","1005","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2100","1006","568","8","2010-12-05","1","2010-12-05","1","239720","2010","5"
"2101","1006","480","30","2010-12-05","1","2010-12-05","2","270284","2010","5"
"2102","1007","267","13","2010-12-05","1","2010-12-05","4","103069","2010","5"
"2103","1008","362","18","2010-12-05","1","2010-12-05","4","180287","2010","5"
"2104","1008","444","30","2010-12-05","1","2010-12-05","2","218362","2010","5"
"2105","1009","511","5","2010-12-05","1","2010-12-05","1","323961","2010","5"
"2106","1010","494","30","2010-12-05","1","2010-12-05","2","216313","2010","5"
"2107","1011","481","4","2010-12-05","1","2010-12-05","1","242858","2010","5"
"2108","1011","369","30","2010-12-05","1","2010-12-05","2","218641","2010","5"
"2109","1012","530","30","2010-12-05","1","2010-12-05","2","219954","2010","5"
"2110","1013","414","11","2010-12-05","1","2010-12-05","4","208928","2010","5"
"2111","1013","446","30","2010-12-05","1","2010-12-05","2","231092","2010","5"
"2112","1014","457","30","2010-12-05","1","2010-12-05","2","246387","2010","5"
"2113","1015","506","30","2010-12-05","1","2010-12-05","2","224832","2010","5"
"2114","1016","518","15","2010-12-05","1","2010-12-05","4","168056","2010","5"
"2115","1016","452","30","2010-12-05","1","2010-12-05","2","221503","2010","5"
"2116","1017","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2117","1018","591","2","2010-12-05","1","2010-12-05","1","290783","2010","5"
"2118","1018","486","30","2010-12-05","1","2010-12-05","2","243247","2010","5"
"2119","1019","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2120","1019","547","30","2010-12-05","1","2010-12-05","2","247049","2010","5"
"2121","1020","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2122","1021","542","12","2010-12-05","1","2010-12-05","4","214110","2010","5"
"2123","1022","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2124","1023","327","30","2010-12-05","1","2010-12-05","2","230165","2010","5"
"2125","1024","462","6","2010-12-05","1","2010-12-05","1","204912","2010","5"
"2126","1025","591","2","2010-12-05","1","2010-12-05","1","290783","2010","5"
"2127","1025","648","3","2010-12-05","1","2010-12-05","1","278395","2010","5"
"2128","1025","471","30","2010-12-05","1","2010-12-05","2","237984","2010","5"
"2129","1026","242","17","2010-12-05","1","2010-12-05","4","96231","2010","5"
"2130","1027","555","30","2010-12-05","1","2010-12-05","2","223575","2010","5"
"2131","1028","591","2","2010-12-05","1","2010-12-05","1","290783","2010","5"
"2132","1029","481","4","2010-12-05","1","2010-12-05","1","242858","2010","5"
"2133","1030","490","7","2010-12-05","1","2010-12-05","1","234666","2010","5"
"2134","1031","414","11","2010-12-05","1","2010-12-05","4","208928","2010","5"
"2135","1031","362","18","2010-12-05","1","2010-12-05","4","180287","2010","5"
"2136","1031","236","19","2010-12-05","1","2010-12-05","4","177028","2010","5"
"2137","1031","236","20","2010-12-05","1","2010-12-05","4","177028","2010","5"
"2138","1032","490","7","2010-12-05","1","2010-12-05","1","234666","2010","5"
"2139","1033","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2140","1034","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2141","1034","648","3","2010-12-05","1","2010-12-05","1","278395","2010","5"
"2142","1034","472","30","2010-12-05","1","2010-12-05","2","227501","2010","5"
"2143","1035","591","2","2010-12-05","1","2010-12-05","1","290783","2010","5"
"2144","1035","473","30","2010-12-05","1","2010-12-05","2","230637","2010","5"
"2145","1036","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2146","1037","591","2","2010-12-05","1","2010-12-05","1","290783","2010","5"
"2147","1038","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2148","1039","556","1","2010-12-05","1","2010-12-05","1","378772","2010","5"
"2149","1040","475","30","2010-12-05","1","2010-12-05","2","270553","2010","5"
"2150","1041","648","3","2010-12-05","1","2010-12-05","1","278395","2010","5"
"2151","1042","568","8","2010-12-05","1","2010-12-05","1","239720","2010","5"
"2152","1042","427","30","2010-12-05","1","2010-12-05","2","310082","2010","5"
"2153","1043","518","30","2010-12-05","1","2010-12-05","2","205896","2010","5"
"2154","1023","333","30","2010-11-30","1","2010-11-30","2","206582","2010","1"
"2155","1011","450","4","2010-12-01","1","2010-12-02","1","242858","2010","2"
"2156","1041","617","3","2010-12-01","1","2010-12-02","1","278838","2010","2"
"2157","1024","518","6","2010-11-29","1","2010-12-02","1","204912","2010","2"
"2158","1027","485","30","2010-11-29","1","2010-12-01","2","216273","2010","2"
"2159","1000","442","30","2010-12-01","1","2010-12-01","2","277348","2010","2"
"2160","1006","455","30","2010-12-01","1","2010-12-01","2","265153","2010","2"
"2161","1003","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2162","1005","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2163","1011","537","4","2010-11-09","1","2010-11-09","1","264659","2010","1"
"2164","1017","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2165","1018","537","2","2010-11-09","1","2010-11-09","1","264659","2010","1"
"2166","1019","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2167","1020","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2168","1022","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2169","1024","442","6","2010-11-09","1","2010-11-09","1","215587","2010","1"
"2170","1025","537","2","2010-11-09","1","2010-11-09","1","264659","2010","1"
"2171","1025","537","3","2010-11-09","1","2010-11-09","1","264659","2010","1"
"2172","1028","537","2","2010-11-09","1","2010-11-09","1","264659","2010","1"
"2173","1029","537","4","2010-11-09","1","2010-11-09","1","264659","2010","1"
"2174","1030","528","7","2010-11-09","1","2010-11-09","1","253476","2010","1"
"2175","1033","511","1","2010-11-09","1","2010-11-09","1","372528","2010","1"
"2176","1013","259","30","2022-08-18","1","2022-08-18","2","553307","2022","73"
"2177","1014","285","30","2022-08-18","1","2022-08-18","2","679358","2022","73"
"2178","1016","280","30","2022-08-18","1","2022-08-18","2","566937","2022","73"
"2179","1018","314","30","2022-08-18","1","2022-08-18","2","554091","2022","73"
"2180","1019","434","30","2022-08-18","1","2022-08-18","2","429771","2022","73"
"2181","1021","356","30","2022-08-18","1","2022-08-18","2","675845","2022","73"
"2182","1023","286","30","2022-08-18","1","2022-08-18","2","371532","2022","73"
"2183","1025","307","30","2022-08-18","1","2022-08-18","2","503152","2022","73"
"2184","1027","313","30","2022-08-18","1","2022-08-18","2","542970","2022","73"
"2185","1034","264","30","2022-08-18","1","2022-08-18","2","498574","2022","73"
"2186","1035","296","30","2022-08-18","1","2022-08-18","2","537954","2022","73"
"2187","1040","282","30","2022-08-18","1","2022-08-18","2","641242","2022","73"
"2188","1042","240","30","2022-08-18","1","2022-08-18","2","484545","2022","73"
"2189","1043","292","30","2022-08-18","1","2022-08-18","2","504531","2022","73"
"2190","1047","288","30","2022-08-18","1","2022-08-18","2","567575","2022","73"
"2191","1025","264","30","2021-09-27","1","2021-09-27","2","549873","2021","65"
"2192","1027","277","30","2021-09-27","1","2021-09-27","2","592315","2021","65"
"2193","1034","235","30","2021-09-27","1","2021-09-27","2","454078","2021","65"
"2194","1035","259","30","2021-09-27","1","2021-09-27","2","625484","2021","65"
"2195","1040","228","30","2021-09-27","1","2021-09-27","2","966896","2021","65"
"2196","1042","198","30","2021-09-27","1","2021-09-27","2","555794","2021","65"
"2197","1043","245","30","2021-09-27","1","2021-09-27","2","538858","2021","65"
"2198","1047","263","30","2021-09-27","1","2021-09-27","2","666453","2021","65"
"2199","1002","314","5","2021-10-18","1","2021-10-18","1","464227","2021","66"
"2200","1003","336","1","2021-10-18","1","2021-10-18","1","508970","2021","66"
"2201","1004","314","5","2021-10-18","1","2021-10-18","1","464227","2021","66"
"2202","1005","336","1","2021-10-18","1","2021-10-18","1","508970","2021","66"
"2203","1006","324","8","2021-10-18","1","2021-10-18","1","458654","2021","66"
"2204","1009","314","5","2021-10-18","1","2021-10-18","1","464227","2021","66"
"2205","1011","261","4","2021-10-18","1","2021-10-18","1","396922","2021","66"
"2206","1017","336","1","2021-10-18","1","2021-10-18","1","508970","2021","66"
"2207","1019","336","1","2021-10-18","1","2021-10-18","1","508970","2021","66"
"2208","1020","336","1","2021-10-18","1","2021-10-18","1","508970","2021","66"
